q,I
0.01758286988390708,13035.023
0.05274860965172124,13169.211
0.0879143494195354,13765.642
0.12308008918734956,13950.876
0.15824582895516373,13861.841
0.1934115687229779,13722.532
0.22857730849079205,13733.812
0.2637430482586062,13755.663
0.29890878802642035,13663.919
0.3340745277942346,13660.8545
0.3692402675620487,13646.059
0.4044060073298628,13419.39
0.439571747097677,13181.273
0.4747374868654912,13098.138
0.5099032266333053,13170.067
0.5450689664011195,13214.803
0.5802347061689337,13370.077
0.6154004459367478,13289.795
0.6505661857045619,13304.667
0.685731925472376,13356.216
0.7208976652401902,13296.924
0.7560634050080044,13282.3125
0.7912291447758185,13303.751
0.8263948845436326,13335.323
0.8615606243114469,13320.282
0.8967263640792611,13316.401
0.9318921038470752,13434.138
0.9670578436148893,13593.334
1.0022235833827036,13619.272
1.0373893231505178,13638.603
1.0725550629183318,13760.731
1.107720802686146,13802.319
1.14288654245396,13774.192
1.1780522822217745,13746.866
1.2132180219895885,13770.148
1.2483837617574025,13690.58
1.283549501525217,13654.321
1.318715241293031,13744.237
1.353880981060845,13679.594
1.3890467208286594,13634.942
1.4242124605964734,13626.224
1.4593782003642874,13614.471
1.494543940132102,13579.407
1.529709679899916,13572.615
1.56487541966773,13582.674
1.6000411594355441,13631.376
1.6352068992033584,13673.756
1.6703726389711726,13557.024
1.7055383787389866,13483.67
1.7407041185068008,13499.762
1.775869858274615,13575.271
1.811035598042429,13667.947
1.8462013378102435,13632.727
1.8813670775780575,13586.386
1.9165328173458716,13666.168
1.951698557113686,13679.696
1.9868642968815,13716.373
2.0220300366493142,13762.175
2.0571957764171285,13705.55
2.0923615161849423,13718.551
2.1275272559527565,13762.731
2.1626929957205707,13788.504
2.197858735488385,13846.097
2.233024475256199,13922.019
2.2681902150240134,14024.26
2.303355954791827,14123.055
2.3385216945596414,14154.951
2.373687434327456,14178.323
2.4088531740952703,14278.503
2.444018913863084,14362.7705
2.4791846536308983,14446.147
2.5143503933987126,14550.918
2.549516133166527,14628.467
2.584681872934341,14744.769
2.6198476127021553,14795.512
2.655013352469969,14822.847
2.6901790922377833,14854.636
2.7253448320055975,14913.914
2.7605105717734117,14979.437
2.795676311541226,15121.953
2.83084205130904,15359.015
2.866007791076854,15433.875
2.9011735308446682,15354.045
2.936339270612483,15335.583
2.9715050103802967,15387.119
3.006670750148111,15459.2705
3.041836489915925,15552.645
3.077002229683739,15574.632
3.112167969451553,15608.544
3.147333709219368,15714.662
3.1824994489871816,15829.632
3.217665188754996,15947.3
3.2528309285228096,16055.551
3.287996668290624,16154.552
3.3231624080584385,16223.12
3.3583281478262523,16332.746
3.3934938875940666,16495.46
3.428659627361881,16699.16
3.4638253671296946,16877.018
3.4989911068975093,17065.264
3.5341568466653235,17237.492
3.5693225864331373,17422.572
3.6044883262009515,17644.547
3.6396540659687657,17858.225
3.67481980573658,18083.246
3.709985545504394,18294.639
3.7451512852722084,18570.596
3.780317025040022,18888.955
3.8154827648078364,19203.893
3.8506485045756507,19510.326
3.885814244343465,19887.053
3.920979984111279,20469.871
3.9561457238790934,21402.797
3.991311463646907,22344.467
4.026477203414721,22423.555
4.061642943182536,21963.326
4.09680868295035,21769.256
4.131974422718164,21838.588
4.167140162485978,22105.686
4.2023059022537925,22419.818
4.237471642021606,22594.416
4.272637381789421,22857.914
4.307803121557235,23383.678
4.342968861325049,24331.436
4.378134601092863,25715.238
4.413300340860677,26638.783
4.448466080628491,26148.043
4.4836318203963055,25249.832
4.51879756016412,24934.516
4.553963299931934,24965.795
4.589129039699748,25119.04
4.624294779467562,25298.656
4.659460519235376,25508.459
4.694626259003191,25721.396
4.729791998771005,25940.201
4.764957738538818,26162.863
4.8001234783066336,26379.494
4.835289218074447,26605.898
4.870454957842261,26794.438
4.905620697610076,26925.832
4.94078643737789,27097.066
4.975952177145704,27310.408
5.011117916913518,27489.32
5.046283656681332,27644.078
5.0814493964491465,27811.582
5.116615136216961,28046.879
5.151780875984775,28284.035
5.186946615752588,28445.178
5.222112355520403,28556.945
5.257278095288217,28739.082
5.292443835056031,28938.096
5.327609574823846,29074.887
5.3627753145916595,29216.977
5.397941054359474,29364.17
5.433106794127287,29508.078
5.468272533895102,29623.006
5.503438273662916,29744.531
5.53860401343073,29906.432
5.573769753198545,30118.709
5.608935492966358,30491.65
5.644101232734172,31279.309
5.6792669725019875,32392.928
5.714432712269801,32814.74
5.749598452037615,32137.043
5.784764191805429,31250.559
5.819929931573244,30876.566
5.855095671341058,30841.24
5.890261411108872,30888.994
5.925427150876686,31008.12
5.9605928906445,31096.564
5.995758630412315,31122.545
6.030924370180129,31183.688
6.066090109947942,31329.127
6.101255849715757,31688.184
6.136421589483571,32501.379
6.171587329251385,33831.05
6.206753069019199,34812.78
6.241918808787013,34340.848
6.277084548554828,33012.582
6.312250288322642,32215.664
6.347416028090456,31961.3
6.3825817678582695,31881.037
6.417747507626085,31855.09
6.452913247393899,31927.486
6.488078987161712,32264.889
6.523244726929527,32834.254
6.558410466697341,33327.723
6.593576206465155,33294.23
6.62874194623297,32988.234
6.663907686000783,33232.8
6.6990734257685975,34545.17
6.734239165536411,36818.594
6.769404905304226,38658.387
6.80457064507204,40916.47
6.8397363848398545,49146.727
6.874902124607669,61634.043
6.910067864375482,60634.004
6.945233604143297,45726.527
6.980399343911111,37175.082
7.015565083678925,34280.246
7.05073082344674,33613.562
7.085896563214553,33484.004
7.121062302982367,33207.305
7.1562280427501825,32892.785
