q,I
0.01758286988390708,12954.755
0.05274860965172124,13096.716
0.0879143494195354,13663.929
0.12308008918734956,13851.254
0.15824582895516373,13744.599
0.1934115687229779,13612.4375
0.22857730849079205,13640.679
0.2637430482586062,13649.292
0.29890878802642035,13542.18
0.3340745277942346,13560.829
0.3692402675620487,13530.298
0.4044060073298628,13304.3545
0.439571747097677,13068.612
0.4747374868654912,12988.913
0.5099032266333053,13060.984
0.5450689664011195,13100.15
0.5802347061689337,13244.824
0.6154004459367478,13165.68
0.6505661857045619,13184.686
0.685731925472376,13237.855
0.7208976652401902,13188.498
0.7560634050080044,13167.824
0.7912291447758185,13183.94
0.8263948845436326,13220.756
0.8615606243114469,13207.299
0.8967263640792611,13208.062
0.9318921038470752,13322.497
0.9670578436148893,13467.355
1.0022235833827036,13491.017
1.0373893231505178,13518.628
1.0725550629183318,13637.679
1.107720802686146,13692.325
1.14288654245396,13666.056
1.1780522822217745,13634.722
1.2132180219895885,13654.256
1.2483837617574025,13575.043
1.283549501525217,13540.653
1.318715241293031,13633.501
1.353880981060845,13566.685
1.3890467208286594,13516.466
1.4242124605964734,13511.011
1.4593782003642874,13505.344
1.494543940132102,13464.763
1.529709679899916,13463.175
1.56487541966773,13470.488
1.6000411594355441,13513.106
1.6352068992033584,13553.672
1.6703726389711726,13441.975
1.7055383787389866,13367.152
1.7407041185068008,13388.332
1.775869858274615,13461.479
1.811035598042429,13558.25
1.8462013378102435,13525.555
1.8813670775780575,13481.37
1.9165328173458716,13557.076
1.951698557113686,13566.656
1.9868642968815,13603.2705
2.0220300366493142,13650.572
2.0571957764171285,13590.231
2.0923615161849423,13604.365
2.1275272559527565,13657.007
2.1626929957205707,13680.161
2.197858735488385,13738.041
2.233024475256199,13806.153
2.2681902150240134,13901.693
2.303355954791827,13997.965
2.3385216945596414,14028.546
2.373687434327456,14044.807
2.4088531740952703,14138.83
2.444018913863084,14208.395
2.4791846536308983,14282.007
2.5143503933987126,14381.685
2.549516133166527,14455.255
2.584681872934341,14555.938
2.6198476127021553,14604.822
2.655013352469969,14631.819
2.6901790922377833,14654.711
2.7253448320055975,14702.842
2.7605105717734117,14770.16
2.795676311541226,14922.39
2.83084205130904,15156.436
