q,I
0.01758286988390708,12789.59
0.05274860965172124,12945.294
0.0879143494195354,13505.37
0.12308008918734956,13698.382
0.15824582895516373,13609.009
0.1934115687229779,13457.94
0.22857730849079205,13484.141
0.2637430482586062,13505.643
0.29890878802642035,13403.548
0.3340745277942346,13413.079
0.3692402675620487,13399.116
0.4044060073298628,13184.752
0.439571747097677,12931.862
0.4747374868654912,12847.756
0.5099032266333053,12909.794
0.5450689664011195,12958.215
0.5802347061689337,13113.973
0.6154004459367478,13022.182
0.6505661857045619,13029.261
0.685731925472376,13089.387
0.7208976652401902,13044.197
0.7560634050080044,13033.323
0.7912291447758185,13053.62
0.8263948845436326,13081.795
0.8615606243114469,13061.637
0.8967263640792611,13059.4795
0.9318921038470752,13175.442
0.9670578436148893,13323.966
1.0022235833827036,13347.144
1.0373893231505178,13376.687
1.0725550629183318,13503.13
1.107720802686146,13540.179
1.14288654245396,13514.749
1.1780522822217745,13492.439
1.2132180219895885,13520.0625
1.2483837617574025,13437.608
1.283549501525217,13394.157
1.318715241293031,13480.237
1.353880981060845,13418.684
1.3890467208286594,13375.736
1.4242124605964734,13359.216
1.4593782003642874,13344.533
1.494543940132102,13312.383
1.529709679899916,13307.022
1.56487541966773,13320.0205
1.6000411594355441,13367.874
1.6352068992033584,13404.292
1.6703726389711726,13296.643
1.7055383787389866,13215.078
1.7407041185068008,13234.831
1.775869858274615,13306.021
1.811035598042429,13393.061
1.8462013378102435,13357.009
1.8813670775780575,13315.648
1.9165328173458716,13388.305
1.951698557113686,13385.283
1.9868642968815,13395.963
2.0220300366493142,13421.985
2.0571957764171285,13349.645
2.0923615161849423,13340.661
2.1275272559527565,13355.073
2.1626929957205707,13342.147
2.197858735488385,13354.25
2.233024475256199,13373.394
2.2681902150240134,13413.7
2.303355954791827,13443.968
2.3385216945596414,13414.904
2.373687434327456,13369.786
2.4088531740952703,13391.353
2.444018913863084,13387.26
2.4791846536308983,13386.055
2.5143503933987126,13406.089
2.549516133166527,13408.877
2.584681872934341,13445.879
2.6198476127021553,13417.464
2.655013352469969,13381.633
2.6901790922377833,13340.969
2.7253448320055975,13311.347
2.7605105717734117,13266.4795
2.795676311541226,13232.04
2.83084205130904,13284.35
2.866007791076854,13298.987
2.9011735308446682,13288.216
2.936339270612483,13305.129
2.9715050103802967,13318.166
3.006670750148111,13321.497
3.041836489915925,13340.973
3.077002229683739,13281.088
3.112167969451553,13228.965
3.147333709219368,13252.9
3.1824994489871816,13282.367
3.217665188754996,13313.538
3.2528309285228096,13322.277
3.287996668290624,13326.073
3.3231624080584385,13289.907
3.3583281478262523,13271.25
3.3934938875940666,13290.291
3.428659627361881,13324.496
3.4638253671296946,13340.644
3.4989911068975093,13365.114
3.5341568466653235,13349.099
3.5693225864331373,13326.583
3.6044883262009515,13329.218
3.6396540659687657,13324.284
3.67481980573658,13317.739
3.709985545504394,13303.301
3.7451512852722084,13357.3545
3.780317025040022,13446.58
3.8154827648078364,13512.656
3.8506485045756507,13548.67
3.885814244343465,13537.447
3.920979984111279,13516.496
3.9561457238790934,13491.9795
3.991311463646907,13557.464
4.026477203414721,13608.562
4.061642943182536,13620.803
4.09680868295035,13619.567
4.131974422718164,13594.954
4.167140162485978,13670.624
4.2023059022537925,13759.578
4.237471642021606,13671.304
4.272637381789421,13624.19
4.307803121557235,13673.592
4.342968861325049,13740.262
4.378134601092863,13757.759
4.413300340860677,13776.609
4.448466080628491,13803.374
4.4836318203963055,13822.038
4.51879756016412,13832.463
4.553963299931934,13842.8955
4.589129039699748,13840.443
4.624294779467562,13809.223
4.659460519235376,13827.907
4.694626259003191,13860.162
4.729791998771005,13865.253
4.764957738538818,13858.529
4.8001234783066336,13876.362
4.835289218074447,13899.612
4.870454957842261,13882.004
4.905620697610076,13833.265
4.94078643737789,13811.619
4.975952177145704,13841.097
5.011117916913518,13835.428
5.046283656681332,13802.075
5.0814493964491465,13778.905
5.116615136216961,13824.266
5.151780875984775,13887.974
5.186946615752588,13872.267
5.222112355520403,13806.7
5.257278095288217,13827.26
5.292443835056031,13850.433
5.327609574823846,13835.122
5.3627753145916595,13853.4375
