q,I
0.01758286988390708,13004.685
0.05274860965172124,13156.939
0.0879143494195354,13728.681
0.12308008918734956,13928.681
0.15824582895516373,13845.083
0.1934115687229779,13703.005
0.22857730849079205,13720.805
0.2637430482586062,13735.846
0.29890878802642035,13642.002
0.3340745277942346,13636.881
0.3692402675620487,13618.054
0.4044060073298628,13391.882
0.439571747097677,13162.447
0.4747374868654912,13065.753
0.5099032266333053,13129.54
0.5450689664011195,13187.408
0.5802347061689337,13344.059
0.6154004459367478,13254.306
0.6505661857045619,13258.688
0.685731925472376,13311.454
0.7208976652401902,13269.403
0.7560634050080044,13250.657
0.7912291447758185,13269.55
0.8263948845436326,13306.103
0.8615606243114469,13296.085
0.8967263640792611,13281.627
0.9318921038470752,13403.773
0.9670578436148893,13563.524
1.0022235833827036,13588.8
1.0373893231505178,13608.612
1.0725550629183318,13730.771
1.107720802686146,13779.494
1.14288654245396,13749.996
1.1780522822217745,13729.158
1.2132180219895885,13751.953
1.2483837617574025,13677.664
1.283549501525217,13628.175
1.318715241293031,13713.105
1.353880981060845,13653.291
1.3890467208286594,13615.81
1.4242124605964734,13604.464
1.4593782003642874,13586.398
1.494543940132102,13549.736
1.529709679899916,13545.517
1.56487541966773,13553.578
1.6000411594355441,13604.906
1.6352068992033584,13643.509
1.6703726389711726,13534.834
1.7055383787389866,13455.686
1.7407041185068008,13477.931
1.775869858274615,13549.024
1.811035598042429,13640.8
1.8462013378102435,13603.379
1.8813670775780575,13560.581
1.9165328173458716,13642.536
1.951698557113686,13653.623
1.9868642968815,13689.774
2.0220300366493142,13740.36
2.0571957764171285,13681.75
2.0923615161849423,13697.088
2.1275272559527565,13743.424
2.1626929957205707,13766.158
2.197858735488385,13824.2705
2.233024475256199,13897.272
2.2681902150240134,13997.818
2.303355954791827,14090.612
2.3385216945596414,14127.922
2.373687434327456,14152.344
2.4088531740952703,14245.8545
2.444018913863084,14317.89
2.4791846536308983,14400.366
2.5143503933987126,14505.269
2.549516133166527,14577.93
2.584681872934341,14682.703
2.6198476127021553,14726.942
2.655013352469969,14754.878
2.6901790922377833,14778.882
2.7253448320055975,14827.868
2.7605105717734117,14889.629
2.795676311541226,15031.596
2.83084205130904,15245.525
2.866007791076854,15275.137
2.9011735308446682,15193.269
2.936339270612483,15196.689
2.9715050103802967,15249.055
3.006670750148111,15327.033
3.041836489915925,15420.072
3.077002229683739,15436.695
3.112167969451553,15464.37
3.147333709219368,15575.94
3.1824994489871816,15703.212
3.217665188754996,15816.764
3.2528309285228096,15905.039
3.287996668290624,15993.655
3.3231624080584385,16056.243
3.3583281478262523,16162.532
3.3934938875940666,16315.534
3.428659627361881,16503.11
3.4638253671296946,16664.871
3.4989911068975093,16844.658
3.5341568466653235,16989.746
3.5693225864331373,17141.666
3.6044883262009515,17339.832
3.6396540659687657,17539.58
3.67481980573658,17738.988
3.709985545504394,17930.29
3.7451512852722084,18184.018
3.780317025040022,18470.883
3.8154827648078364,18752.15
3.8506485045756507,19031.418
3.885814244343465,19384.834
3.920979984111279,19944.201
3.9561457238790934,20767.627
3.991311463646907,21370.406
4.026477203414721,21264.54
4.061642943182536,20940.117
4.09680868295035,20895.43
4.131974422718164,20986.77
4.167140162485978,21253.537
4.2023059022537925,21547.447
4.237471642021606,21700.355
4.272637381789421,21946.709
4.307803121557235,22494.992
4.342968861325049,23501.324
4.378134601092863,24729.623
4.413300340860677,25083.574
4.448466080628491,24340.36
4.4836318203963055,23715.062
4.51879756016412,23610.65
4.553963299931934,23705.678
4.589129039699748,23858.996
4.624294779467562,24016.617
4.659460519235376,24200.34
4.694626259003191,24381.252
4.729791998771005,24577.293
4.764957738538818,24775.998
4.8001234783066336,24971.553
4.835289218074447,25161.914
4.870454957842261,25319.793
4.905620697610076,25440.635
4.94078643737789,25592.383
4.975952177145704,25781.27
5.011117916913518,25934.01
5.046283656681332,26061.545
5.0814493964491465,26203.316
5.116615136216961,26440.463
5.151780875984775,26771.025
5.186946615752588,27289.715
5.222112355520403,28444.113
